qualifying_bills,last_qualifying_bill_date,last_city,total_spend_on_qualifying_bills,total_quantity_in_qualifying_bills,mobile
1,2026-02-13T21:01:26.418280+00:00,Chennai,705.34,2,9000765000
1,2026-05-02T21:27:46.018785+00:00,Kolkata,6994.24,3,9000456121
1,2026-03-31T23:28:50.535537+00:00,Gurugram,2618.47,3,9000354402
1,2026-06-10T10:45:16.483037+00:00,Pune,2785.83,3,9000311069
1,2026-01-02T02:37:52.449865+00:00,Kolkata,1515.35,2,9000505868
1,2026-02-21T13:11:52.344889+00:00,Surat,7591.59,2,9000460791
1,2026-03-08T17:15:35.671468+00:00,Surat,5040.68,2,9000099858
1,2026-03-23T01:32:48.893909+00:00,Chandigarh,7822.15,2,9000465916
1,2026-05-15T16:21:07.841288+00:00,Lucknow,3202.7,3,9000786853
1,2026-01-04T06:26:03.623300+00:00,Mumbai,8923.39,2,9000022706
1,2026-02-01T12:43:03.468338+00:00,Indore,6746.7,3,9000129585
1,2026-01-09T11:48:16.526736+00:00,Ahmedabad,692.34,2,9000303657
1,2026-02-05T12:54:23.567181+00:00,Chennai,8636.47,2,9000456842
1,2026-04-10T02:11:41.266142+00:00,Delhi,1918.67,3,9000516999
1,2025-12-29T21:14:04.686280+00:00,Mumbai,3400.85,3,9000398841
1,2026-04-11T08:07:09.237476+00:00,Kolkata,1488.93,3,9000522590
1,2026-03-05T11:48:58.390523+00:00,Hyderabad,3154.02,2,9000677531
1,2025-12-20T13:17:31.543631+00:00,Lucknow,7315.55,3,9000056840
1,2026-03-20T22:22:18.385222+00:00,Lucknow,7421.69,3,9000368584
1,2026-02-06T10:57:56.168958+00:00,Noida,5532.0,2,9000039551
1,2026-04-14T18:55:12.284118+00:00,Chennai,701.92,3,9000382362
1,2026-02-18T22:42:29.576016+00:00,Chennai,8399.84,2,9000144918
1,2026-04-24T03:23:58.080192+00:00,Indore,1116.64,2,9000651030
1,2026-01-19T04:55:13.350392+00:00,Mumbai,4494.18,3,9000735833
1,2026-01-15T06:04:31.999843+00:00,Ahmedabad,3755.43,3,9000258513
1,2025-12-22T06:40:31.505978+00:00,Surat,7033.87,3,9000289814
1,2026-01-30T00:39:27.086981+00:00,Jaipur,3077.01,3,9000562716
1,2026-02-18T18:17:52.655204+00:00,Pune,6400.86,2,9000618724
1,2026-02-10T19:38:38.158876+00:00,Chandigarh,4463.23,2,9000088967
1,2026-06-03T15:33:19.220644+00:00,Hyderabad,3291.3,2,9000303022
1,2026-05-24T06:10:40.491967+00:00,Bengaluru,3692.56,3,9000324734
1,2026-01-02T01:12:39.813847+00:00,Chennai,8346.81,3,9000044421
1,2026-03-31T05:52:28.474449+00:00,Kolkata,2443.23,2,9000683647
1,2025-12-29T16:01:50.694709+00:00,Pune,7317.16,2,9000764292
1,2026-02-21T23:40:51.506538+00:00,Ahmedabad,7445.77,3,9000204178
1,2026-04-09T21:15:13.298666+00:00,Pune,1625.94,2,9000337711
1,2026-05-25T12:07:54.201640+00:00,Pune,7865.21,3,9000394347
1,2026-01-24T07:37:04.795296+00:00,Delhi,3817.74,3,9000249002
1,2026-04-03T17:08:19.817411+00:00,Surat,6829.07,2,9000399901
1,2026-01-01T00:21:09.683897+00:00,Mumbai,2190.45,2,9000280827
1,2026-04-03T22:56:24.218187+00:00,Chandigarh,8635.24,3,9000177772
1,2026-02-12T01:18:06.295739+00:00,Ahmedabad,4524.0,2,9000004258
1,2026-04-15T17:49:00.463218+00:00,Mumbai,8589.96,3,9000698165
1,2026-01-25T12:18:44.902554+00:00,Hyderabad,2138.55,2,9000235279
1,2026-01-08T12:25:32.745268+00:00,Hyderabad,7918.8,2,9000585035
1,2026-03-11T03:16:54.917012+00:00,Surat,1907.67,2,9000086259
2,2026-05-23T16:05:31.181676+00:00,Chandigarh,8745.25,6,9000226564
1,2026-05-30T12:13:23.426720+00:00,Surat,8185.43,3,9000643501
1,2026-01-13T22:58:07.748883+00:00,Delhi,999.78,3,9000032328
1,2026-03-11T03:59:20.619572+00:00,Mumbai,8097.56,3,9000714426
1,2026-05-14T12:03:34.236774+00:00,Kolkata,522.92,2,9000263210
1,2026-01-21T22:26:58.995426+00:00,Surat,6821.34,3,9000383279
1,2025-12-28T15:39:09.087948+00:00,Hyderabad,2999.77,3,9000385289
1,2026-01-12T14:38:57.783994+00:00,Chennai,8034.73,2,9000562768
1,2025-12-19T05:19:55.752106+00:00,Delhi,2745.26,2,9000167586
1,2026-03-20T07:01:05.599960+00:00,Indore,8724.13,2,9000223523
1,2026-01-25T16:35:06.051280+00:00,Chennai,3937.28,2,9000422669
1,2026-02-02T10:20:21.333887+00:00,Chennai,1397.73,2,9000045341
1,2026-03-01T06:15:37.735343+00:00,Lucknow,4539.67,2,9000685167
1,2026-03-03T05:53:34.866852+00:00,Kolkata,8025.17,2,9000372778
1,2026-04-08T06:19:51.453020+00:00,Jaipur,2876.37,3,9000498731
1,2026-01-01T17:44:34.165152+00:00,Hyderabad,5576.75,2,9000082418
1,2026-04-30T23:37:34.116491+00:00,Surat,3680.47,2,9000401974
2,2026-05-27T19:21:18.585934+00:00,Chennai,5753.2,4,9000771780
1,2026-02-12T04:28:13.458152+00:00,Mumbai,8428.32,2,9000621664
1,2026-06-02T03:08:12.238070+00:00,Bengaluru,6460.9,2,9000401304
1,2026-06-07T01:41:00.869331+00:00,Surat,512.72,2,9000227690
1,2026-04-05T14:05:24.488714+00:00,Kolkata,2684.49,2,9000518810
1,2026-03-15T09:30:08.085007+00:00,Surat,4700.41,2,9000208192
1,2026-03-12T08:07:24.686975+00:00,Chennai,2332.52,3,9000397909
1,2025-12-22T16:06:20.862593+00:00,Gurugram,7595.77,3,9000443102
1,2026-04-25T18:36:41.433499+00:00,Mumbai,1170.96,2,9000163375
1,2026-05-10T15:38:06.096186+00:00,Ahmedabad,6604.42,2,9000547927
1,2026-05-29T06:21:22.449022+00:00,Bengaluru,2525.78,3,9000589063
1,2025-12-23T00:14:26.941896+00:00,Surat,4184.58,2,9000604245
1,2026-03-20T15:01:29.717133+00:00,Noida,4010.61,3,9000015020
1,2025-12-20T11:59:24.497943+00:00,Gurugram,1270.24,3,9000133901
1,2026-04-03T00:50:36.896893+00:00,Pune,3679.6,3,9000314937
1,2026-04-03T21:53:53.775941+00:00,Chandigarh,4532.11,2,9000773921
1,2026-02-12T08:39:09.998279+00:00,Ahmedabad,4797.68,2,9000254386
1,2026-05-03T16:47:49.296708+00:00,Mumbai,8030.54,2,9000401813
1,2026-02-27T02:10:21.606569+00:00,Lucknow,7823.76,3,9000013736
1,2026-02-01T09:26:22.170293+00:00,Noida,4336.77,2,9000514958
1,2026-05-13T15:55:37.169389+00:00,Mumbai,727.38,3,9000732732
1,2026-05-07T03:33:50.483487+00:00,Jaipur,792.1,2,9000137283
1,2026-04-03T08:04:38.073892+00:00,Hyderabad,7012.78,3,9000183564
1,2026-02-15T14:09:31.124394+00:00,Chennai,4781.41,2,9000431453
1,2026-06-10T21:51:24.417779+00:00,Gurugram,5734.95,3,9000187789
1,2026-05-31T15:35:05.885277+00:00,Surat,4939.63,2,9000046216
1,2026-03-12T10:48:28.368534+00:00,Hyderabad,6530.93,3,9000292315
1,2026-03-30T21:12:23.427172+00:00,Bengaluru,4571.74,2,9000501432
1,2026-03-17T00:30:57.658227+00:00,Delhi,4924.33,2,9000680063
1,2026-06-05T20:54:28.210836+00:00,Chandigarh,6043.28,2,9000221137
1,2026-06-07T19:15:44.128731+00:00,Indore,1718.97,3,9000197212
1,2026-06-06T00:40:52.242525+00:00,Indore,754.37,3,9000741391
1,2026-02-06T18:43:57.345984+00:00,Hyderabad,1080.42,3,9000779087
1,2026-04-03T19:31:33.801699+00:00,Surat,7316.39,2,9000145853
1,2025-12-22T09:55:22.171932+00:00,Pune,726.55,2,9000084305
1,2026-01-28T08:06:20.608792+00:00,Noida,6507.38,3,9000221938
1,2026-03-09T06:19:28.057357+00:00,Pune,2395.5,2,9000198583
1,2026-04-10T13:52:56.500754+00:00,Ahmedabad,7655.21,3,9000651212
1,2025-12-19T01:05:04.682718+00:00,Delhi,8207.32,3,9000255508
1,2026-01-15T17:04:21.152345+00:00,Hyderabad,4648.22,3,9000201280
1,2026-03-19T08:00:03.173625+00:00,Ahmedabad,8178.86,2,9000350939
1,2026-03-31T00:49:10.439295+00:00,Bengaluru,1715.15,2,9000011678
1,2026-03-12T17:00:06.816305+00:00,Indore,8150.09,3,9000092916
1,2026-04-23T02:13:11.084747+00:00,Delhi,747.4,2,9000264756
1,2026-03-20T06:42:27.633603+00:00,Lucknow,2655.56,2,9000323784
1,2026-05-25T13:31:05.466432+00:00,Noida,1696.0,3,9000530419
1,2026-05-08T00:25:54.825553+00:00,Delhi,4734.85,3,9000666091
1,2026-05-21T06:36:21.170215+00:00,Delhi,3659.76,3,9000122546
1,2026-01-23T20:18:02.388059+00:00,Bengaluru,8011.84,3,9000178563
1,2026-03-19T03:19:51.925014+00:00,Pune,6976.57,2,9000423686
1,2026-04-19T16:48:41.990427+00:00,Chandigarh,1745.95,3,9000732924
1,2026-02-12T11:30:14.891482+00:00,Jaipur,1333.18,3,9000714521
1,2025-12-21T04:15:22.730824+00:00,Bengaluru,8449.37,3,9000324994
1,2026-03-05T22:11:47.050073+00:00,Noida,8983.06,2,9000238406
1,2026-04-16T09:56:17.391903+00:00,Hyderabad,7370.23,3,9000210891
1,2026-04-27T18:05:01.999710+00:00,Indore,2675.75,2,9000444999
1,2026-03-22T07:57:24.170441+00:00,Hyderabad,7092.5,2,9000372622
1,2026-04-17T15:01:11.478139+00:00,Kolkata,6901.41,2,9000256626
1,2026-03-10T14:41:47.930678+00:00,Gurugram,1100.64,2,9000356587
1,2026-04-17T09:09:43.964918+00:00,Noida,2789.01,3,9000460956
1,2026-03-30T17:47:25.804575+00:00,Gurugram,1410.41,3,9000492138
1,2026-01-29T14:11:18.144558+00:00,Hyderabad,7969.17,2,9000193210
1,2026-05-30T04:29:45.322077+00:00,Gurugram,2598.01,3,9000497557
1,2026-01-28T14:39:01.778064+00:00,Delhi,4942.39,3,9000498771
1,2026-01-29T01:00:14.314104+00:00,Indore,7244.1,3,9000297347
1,2026-04-04T21:14:29.528343+00:00,Mumbai,5069.55,2,9000499938
1,2026-02-22T23:13:29.147201+00:00,Indore,3630.41,2,9000721179
1,2026-04-23T11:08:53.164732+00:00,Mumbai,7709.1,2,9000740752
1,2026-01-28T21:52:40.407085+00:00,Lucknow,1656.69,2,9000447350
1,2026-02-28T17:11:33.544175+00:00,Chandigarh,8853.9,3,9000055865
1,2026-04-08T23:52:38.065121+00:00,Noida,1927.7,2,9000048854
1,2026-02-20T02:38:17.690508+00:00,Mumbai,6995.17,2,9000088890
1,2026-04-07T21:43:39.730601+00:00,Ahmedabad,2487.46,2,9000109763
1,2025-12-19T17:17:42.941829+00:00,Lucknow,4242.38,2,9000191606
2,2026-05-21T02:52:47.726450+00:00,Bengaluru,8523.8,6,9000090582
1,2026-02-09T07:58:31.086959+00:00,Ahmedabad,5355.0,2,9000281780
1,2026-02-03T16:14:32.953474+00:00,Jaipur,2261.46,2,9000094410
1,2026-03-30T08:28:20.171551+00:00,Bengaluru,5193.63,3,9000177862
1,2025-12-23T12:24:25.153212+00:00,Delhi,2628.33,3,9000286411
1,2026-04-25T15:17:55.762500+00:00,Hyderabad,1402.41,2,9000261933
1,2025-12-14T21:31:54.243978+00:00,Noida,4377.48,3,9000297903
1,2026-04-21T18:36:47.369900+00:00,Noida,7812.03,2,9000409306
1,2026-01-04T04:12:19.001271+00:00,Kolkata,8472.5,3,9000494111
1,2026-05-26T04:33:47.249581+00:00,Noida,7808.59,2,9000111207
1,2026-01-10T23:01:31.357697+00:00,Indore,8814.25,3,9000102245
1,2026-01-21T02:24:15.287055+00:00,Bengaluru,6314.44,3,9000287649
1,2026-03-05T11:11:31.390269+00:00,Bengaluru,4356.28,3,9000301482
1,2025-12-24T13:43:35.870287+00:00,Ahmedabad,7253.6,2,9000555354
1,2026-05-23T17:21:16.564558+00:00,Noida,5640.76,3,9000335014
1,2026-02-14T23:10:42.569022+00:00,Chandigarh,7664.62,3,9000287343
1,2026-01-10T13:20:13.486539+00:00,Chandigarh,3449.93,2,9000560003
1,2025-12-28T16:21:15.552139+00:00,Lucknow,3058.86,2,9000582036
1,2025-12-12T12:39:41.435077+00:00,Jaipur,4681.81,3,9000596981
1,2026-03-28T07:55:34.560810+00:00,Mumbai,5776.21,2,9000284957
1,2025-12-28T14:17:25.857205+00:00,Kolkata,4394.71,3,9000649335
1,2026-03-08T17:53:16.401500+00:00,Pune,6868.94,2,9000251013
1,2026-03-21T11:24:53.123121+00:00,Chandigarh,702.47,2,9000290327
1,2026-06-06T23:50:34.792692+00:00,Jaipur,7671.87,3,9000760143
1,2025-12-26T01:10:44.195057+00:00,Surat,7153.85,2,9000540903
1,2026-03-18T15:08:34.969235+00:00,Ahmedabad,1190.15,2,9000368886
1,2026-02-26T12:31:43.441911+00:00,Hyderabad,615.04,2,9000372734
1,2026-05-18T00:10:56.859187+00:00,Noida,849.29,2,9000673658
1,2026-06-04T01:25:06.480197+00:00,Hyderabad,6977.43,3,9000689804
1,2026-03-03T09:40:44.739208+00:00,Mumbai,6934.29,3,9000696593
1,2026-05-25T04:17:47.674240+00:00,Mumbai,6571.72,3,9000716597
1,2026-05-01T18:37:04.305581+00:00,Surat,7576.17,2,9000013699
1,2026-01-01T06:27:44.610743+00:00,Bengaluru,1025.65,3,9000193086
1,2026-01-11T00:20:20.281254+00:00,Hyderabad,3733.27,3,9000592842
1,2025-12-27T10:28:05.331013+00:00,Chandigarh,6678.15,3,9000550519
1,2026-03-07T09:06:17.053987+00:00,Hyderabad,5097.21,2,9000141489
1,2026-05-02T12:26:23.126865+00:00,Chandigarh,8274.35,2,9000738766
1,2026-04-09T03:42:21.178908+00:00,Surat,8886.18,2,9000272671
1,2025-12-27T12:46:09.274389+00:00,Mumbai,7858.88,2,9000740398
1,2025-12-29T06:33:43.437874+00:00,Gurugram,1678.54,2,9000265974
1,2026-02-24T12:41:35.076046+00:00,Ahmedabad,443.63,3,9000340304
1,2026-03-23T11:28:22.441220+00:00,Jaipur,6060.6,2,9000442656
1,2026-05-02T05:42:40.468370+00:00,Chennai,1224.38,3,9000221091
1,2026-04-26T10:44:14.648757+00:00,Noida,8743.35,2,9000003034
1,2026-03-18T07:30:11.739928+00:00,Noida,3943.66,3,9000544572
1,2026-04-18T09:15:14.787537+00:00,Bengaluru,5614.97,3,9000232672
1,2026-01-27T05:32:13.778664+00:00,Surat,2548.91,3,9000597435
1,2026-04-17T13:43:05.348317+00:00,Jaipur,8443.42,2,9000611456
1,2026-01-09T22:14:52.618303+00:00,Kolkata,5958.56,3,9000621322
1,2025-12-18T19:02:33.543320+00:00,Lucknow,5833.84,3,9000661485
1,2026-06-04T08:00:01.309105+00:00,Gurugram,3941.19,3,9000273396
1,2026-03-21T18:44:33.798140+00:00,Chandigarh,6879.85,2,9000207272
1,2026-05-24T01:21:50.660268+00:00,Ahmedabad,7238.84,3,9000350371
1,2026-01-31T03:38:30.861004+00:00,Delhi,8668.02,3,9000050061
1,2026-03-15T05:52:19.189160+00:00,Ahmedabad,1924.23,2,9000409580
1,2026-01-31T10:27:04.467418+00:00,Hyderabad,6049.22,2,9000335101
1,2026-04-20T21:01:28.847421+00:00,Hyderabad,2637.92,2,9000758000
1,2026-02-25T21:04:28.514853+00:00,Bengaluru,6796.74,3,9000769036
1,2026-02-08T00:24:25.436805+00:00,Bengaluru,6385.43,3,9000245859
1,2026-05-25T16:10:41.534477+00:00,Delhi,5782.24,3,9000055707
1,2026-06-04T10:14:07.863894+00:00,Jaipur,8591.11,2,9000291651
1,2026-02-23T08:20:11.351660+00:00,Delhi,2294.81,3,9000776958
1,2026-05-17T08:34:15.206630+00:00,Mumbai,4722.35,3,9000092613
1,2025-12-26T16:29:50.752142+00:00,Gurugram,1032.41,3,9000422390
1,2026-02-20T09:41:30.658297+00:00,Surat,1510.36,2,9000050165
1,2026-01-13T23:00:16.164685+00:00,Bengaluru,3057.34,3,9000246210
1,2026-01-25T12:57:17.842034+00:00,Kolkata,1424.18,3,9000666207
1,2026-03-14T11:06:00.191581+00:00,Lucknow,693.31,3,9000707028
1,2026-02-03T14:23:58.760515+00:00,Gurugram,7099.78,2,9000781629
1,2026-05-08T05:03:51.583971+00:00,Kolkata,1145.28,2,9000726827
1,2026-02-09T21:53:53.342078+00:00,Indore,5081.6,3,9000482784
1,2026-05-04T22:30:17.503853+00:00,Jaipur,7878.44,2,9000257732
1,2026-06-02T06:46:30.393020+00:00,Gurugram,8002.37,3,9000211563
1,2026-03-23T14:44:42.792346+00:00,Pune,7350.19,2,9000118375
1,2026-01-23T09:30:09.601824+00:00,Mumbai,8093.8,3,9000433080
1,2026-03-01T05:35:01.044862+00:00,Delhi,8527.73,3,9000678060
1,2026-01-25T00:36:45.703263+00:00,Hyderabad,2056.79,3,9000790116
1,2026-03-10T22:21:36.372506+00:00,Hyderabad,812.26,3,9000265532
1,2026-01-11T19:49:18.188638+00:00,Delhi,7514.3,2,9000180063
1,2026-03-08T05:30:38.793424+00:00,Pune,8533.03,3,9000214306
1,2026-01-01T19:55:24.548808+00:00,Chandigarh,8142.61,3,9000607645
1,2025-12-26T08:43:21.449949+00:00,Hyderabad,5287.13,3,9000231171
1,2026-05-09T05:44:33.863810+00:00,Mumbai,8770.06,2,9000363743
1,2026-01-29T12:42:39.928566+00:00,Pune,832.7,2,9000393681
1,2026-04-29T03:10:28.569391+00:00,Delhi,3751.4,3,9000600157
1,2026-02-27T14:04:30.025762+00:00,Pune,8014.11,2,9000280031
1,2026-04-14T07:23:01.437495+00:00,Chandigarh,4294.14,3,9000321766
1,2026-04-01T01:57:51.872949+00:00,Jaipur,7746.82,3,9000442512
1,2026-05-15T13:05:37.584008+00:00,Hyderabad,8439.63,2,9000029621
1,2025-12-18T06:24:59.055756+00:00,Bengaluru,3387.34,2,9000394097
1,2026-05-05T11:47:50.704785+00:00,Kolkata,5845.88,3,9000643107
1,2026-03-31T14:06:48.902868+00:00,Pune,992.93,3,9000370897
1,2026-03-23T10:59:52.422752+00:00,Lucknow,2105.16,2,9000127807
1,2026-02-01T18:00:12.471832+00:00,Jaipur,5688.4,3,9000240900
1,2026-05-14T19:34:41.863147+00:00,Chennai,5177.65,2,9000261363
1,2026-06-11T17:21:30.467225+00:00,Jaipur,726.47,2,9000470055
1,2026-04-16T08:53:56.248749+00:00,Hyderabad,537.37,2,9000600762
1,2026-05-26T16:36:38.548458+00:00,Kolkata,6320.03,2,9000689628
1,2025-12-28T07:05:23.663284+00:00,Surat,3288.99,3,9000464693
1,2026-05-22T15:40:59.081516+00:00,Jaipur,3946.57,2,9000577685
1,2026-02-11T13:27:54.907437+00:00,Gurugram,673.35,3,9000017696
1,2026-02-21T18:45:10.732662+00:00,Hyderabad,6236.45,2,9000435209
1,2026-05-28T22:43:57.826423+00:00,Pune,2243.72,2,9000705423
1,2026-03-30T16:17:56.180869+00:00,Chandigarh,4181.36,3,9000170084
1,2025-12-31T17:23:25.696122+00:00,Kolkata,1606.46,3,9000132621
1,2026-04-21T02:10:18.271725+00:00,Delhi,4587.48,3,9000186732
1,2026-02-26T16:50:59.040487+00:00,Surat,6151.88,3,9000021646
1,2026-05-10T13:25:31.659767+00:00,Jaipur,3134.56,2,9000379251
1,2025-12-13T14:40:36.897043+00:00,Indore,6434.07,2,9000085265
1,2025-12-31T01:14:46.197418+00:00,Mumbai,3697.14,2,9000581287
1,2026-01-26T16:39:46.183705+00:00,Bengaluru,8538.97,2,9000002798
1,2026-03-30T22:13:50.651326+00:00,Delhi,1284.94,3,9000168156
1,2025-12-21T12:09:27.930804+00:00,Indore,1464.99,2,9000532152
1,2026-04-28T19:25:26.404772+00:00,Jaipur,676.04,2,9000662259
1,2026-06-02T22:13:28.546938+00:00,Chennai,2258.7,2,9000513525
1,2026-02-26T08:01:24.132239+00:00,Kolkata,4764.57,2,9000083810
1,2026-01-11T13:23:35.421098+00:00,Kolkata,3967.95,2,9000083734
1,2026-04-10T09:47:18.790093+00:00,Gurugram,3391.62,3,9000716334
1,2026-03-14T01:45:39.791593+00:00,Jaipur,2466.45,3,9000554561
1,2026-05-24T15:07:10.030590+00:00,Chennai,3258.41,3,9000767829
1,2026-05-30T07:41:11.337963+00:00,Indore,5711.06,2,9000119062
1,2026-04-23T11:07:39.037928+00:00,Chennai,4708.68,3,9000662642
1,2026-05-06T15:37:09.099629+00:00,Hyderabad,8360.78,3,9000456806
1,2026-01-16T16:32:30.773757+00:00,Kolkata,2000.55,2,9000168633
1,2026-03-24T19:33:39.943748+00:00,Kolkata,1164.08,3,9000379593
1,2026-02-13T05:23:28.099889+00:00,Delhi,1004.55,2,9000284994
1,2026-03-07T01:41:03.073186+00:00,Chennai,815.67,3,9000222620
1,2026-01-05T07:29:53.879253+00:00,Delhi,4578.17,2,9000072790
1,2026-01-04T12:48:30.261058+00:00,Kolkata,8234.88,3,9000290127
2,2026-05-23T13:20:22.010226+00:00,Hyderabad,8143.219999999999,4,9000150639
1,2026-01-29T14:21:55.880046+00:00,Ahmedabad,2528.5,3,9000391914
1,2026-03-08T23:10:02.920033+00:00,Noida,5932.92,2,9000227410
1,2026-05-09T20:05:44.706937+00:00,Bengaluru,7204.25,2,9000378790
1,2026-04-13T11:21:02.806936+00:00,Gurugram,8913.94,3,9000486128
1,2026-01-04T13:04:54.924417+00:00,Chennai,7534.08,2,9000086432
1,2026-04-03T17:24:39.803891+00:00,Indore,6551.01,3,9000508719
1,2026-04-12T18:14:45.721317+00:00,Bengaluru,3396.78,3,9000087913
1,2026-01-14T00:20:16.119495+00:00,Noida,4394.06,3,9000095494
1,2026-05-28T05:52:13.907937+00:00,Lucknow,2929.81,3,9000084570
1,2026-03-27T17:31:37.120248+00:00,Gurugram,5534.36,2,9000342174
1,2026-04-13T17:54:04.938843+00:00,Gurugram,2858.4,2,9000012665
1,2026-04-01T00:23:23.760646+00:00,Jaipur,3661.44,2,9000478530
1,2026-03-19T04:01:32.069118+00:00,Surat,3111.41,2,9000623349
1,2026-05-20T18:37:39.820587+00:00,Bengaluru,2463.6,2,9000387577
1,2026-01-08T02:55:53.025340+00:00,Jaipur,5916.77,2,9000669097
1,2026-04-03T18:03:33.337565+00:00,Chandigarh,5065.08,2,9000173583
1,2026-03-30T13:29:53.431510+00:00,Kolkata,6339.38,2,9000450022
1,2026-02-24T17:37:08.739564+00:00,Surat,1825.0,3,9000502652
1,2026-03-17T20:20:32.789884+00:00,Bengaluru,5592.18,3,9000634193
1,2025-12-29T18:11:41.842403+00:00,Jaipur,1810.31,3,9000651823
1,2026-05-20T20:59:39.941280+00:00,Jaipur,8641.33,3,9000604643
2,2026-01-25T01:13:11.973140+00:00,Lucknow,6120.75,5,9000391593
1,2026-02-14T08:45:49.835155+00:00,Gurugram,8713.34,3,9000277284
1,2026-02-15T17:46:29.011607+00:00,Kolkata,4935.61,2,9000331178
1,2026-01-16T06:43:30.379641+00:00,Jaipur,6454.92,3,9000211213
1,2026-01-13T18:01:52.535302+00:00,Gurugram,2455.6,2,9000353047
1,2026-01-09T06:44:58.801663+00:00,Delhi,3276.32,2,9000068996
1,2026-02-20T16:21:55.684343+00:00,Surat,8775.77,2,9000547933
1,2026-04-08T18:00:00.771162+00:00,Jaipur,6318.13,2,9000334589
1,2026-02-12T01:16:14.355754+00:00,Kolkata,2960.85,2,9000503811
1,2026-04-03T19:21:31.988896+00:00,Bengaluru,1480.15,3,9000625284
1,2026-05-16T13:31:23.432367+00:00,Ahmedabad,7221.78,3,9000446190
1,2026-04-10T14:08:12.319016+00:00,Lucknow,3625.62,2,9000634522
1,2026-01-17T23:21:33.680406+00:00,Indore,7371.67,3,9000689354
1,2026-05-28T13:51:12.460416+00:00,Surat,2569.22,2,9000519193
1,2026-03-22T13:29:07.815781+00:00,Lucknow,2185.76,3,9000697532
1,2026-01-14T15:10:24.582984+00:00,Gurugram,8188.6,2,9000742546
1,2026-04-03T01:49:20.849017+00:00,Chandigarh,7991.48,3,9000536470
1,2026-01-27T13:09:33.152263+00:00,Chandigarh,2464.66,2,9000773195
1,2026-01-25T04:21:33.162878+00:00,Jaipur,6567.44,2,9000188118
1,2026-04-21T14:39:01.772387+00:00,Pune,3017.03,3,9000780447
1,2026-01-08T00:03:20.215451+00:00,Bengaluru,1347.25,3,9000768357
1,2025-12-25T20:04:49.615209+00:00,Hyderabad,5364.25,3,9000051853
1,2026-03-26T22:10:18.041204+00:00,Jaipur,5974.13,2,9000699210
1,2026-04-24T20:59:00.526767+00:00,Chennai,7923.0,3,9000089877
1,2026-03-31T03:33:19.904109+00:00,Bengaluru,1799.29,3,9000332555
1,2026-02-02T07:22:47.834193+00:00,Surat,8102.3,2,9000764153
1,2026-03-06T12:46:18.832801+00:00,Chennai,8408.04,3,9000770136
1,2026-01-25T18:43:36.119052+00:00,Chennai,2276.6,3,9000793416
1,2026-03-28T22:09:46.530693+00:00,Delhi,1258.29,2,9000694803
1,2026-03-31T01:23:44.224523+00:00,Bengaluru,7805.77,3,9000541277
1,2026-05-08T00:40:02.681369+00:00,Hyderabad,4562.62,2,9000064677
1,2026-02-13T01:58:33.448991+00:00,Pune,5183.55,3,9000418890
1,2025-12-23T09:35:10.533237+00:00,Delhi,1811.9,2,9000764709
1,2026-05-26T17:04:17.642347+00:00,Gurugram,8771.66,3,9000157632
1,2026-05-06T18:50:06.587574+00:00,Chennai,2745.02,3,9000325635
1,2026-02-23T07:55:20.960626+00:00,Bengaluru,5296.57,3,9000316312
1,2025-12-28T16:43:40.331927+00:00,Surat,875.04,2,9000230732
1,2026-01-12T07:04:10.452342+00:00,Hyderabad,4728.65,3,9000341022
1,2026-01-23T02:58:22.436271+00:00,Mumbai,3587.32,2,9000017744
1,2026-04-24T22:21:35.228014+00:00,Ahmedabad,1042.47,2,9000066306
1,2026-03-27T12:35:47.605139+00:00,Mumbai,2621.04,3,9000289516
1,2026-03-19T11:12:16.976583+00:00,Noida,4875.23,2,9000481795
1,2026-04-30T04:28:20.005319+00:00,Chandigarh,5618.21,3,9000242645
1,2026-04-21T13:55:56.296196+00:00,Pune,655.56,2,9000185786
1,2026-04-18T09:37:28.700861+00:00,Chandigarh,1809.14,3,9000178364
1,2026-03-10T03:47:36.178212+00:00,Gurugram,7243.71,2,9000510777
1,2026-04-27T08:41:22.092624+00:00,Jaipur,4733.53,2,9000291329
1,2026-03-14T21:50:52.509417+00:00,Chandigarh,4263.71,2,9000494036
1,2026-02-11T09:56:53.200369+00:00,Pune,923.27,2,9000555321
1,2026-02-04T23:56:37.925822+00:00,Pune,5151.26,3,9000602547
1,2025-12-29T10:06:30.518369+00:00,Mumbai,3859.21,3,9000744400
1,2026-05-30T00:03:08.789503+00:00,Pune,7980.5,2,9000421063
1,2026-03-03T12:37:39.026011+00:00,Indore,1080.13,3,9000428540
1,2026-01-26T20:04:02.891970+00:00,Hyderabad,2747.64,2,9000645974
1,2026-03-12T19:07:41.412226+00:00,Pune,4696.21,3,9000327605
1,2026-03-28T19:42:55.750115+00:00,Ahmedabad,1000.89,2,9000531973
1,2026-04-27T04:59:36.634742+00:00,Noida,8239.11,3,9000625843
1,2026-01-06T20:05:36.502749+00:00,Gurugram,6103.63,2,9000119969
1,2026-06-06T09:00:59.996959+00:00,Pune,6947.65,3,9000125947
1,2026-06-04T13:00:13.908952+00:00,Jaipur,7432.37,2,9000295465
1,2026-04-04T17:08:21.258190+00:00,Pune,4747.17,3,9000088251
1,2026-03-19T06:02:54.939841+00:00,Hyderabad,5194.39,3,9000300089
1,2025-12-23T02:18:26.709236+00:00,Gurugram,5669.16,3,9000321560
